"seccion","munn","edon","disloc2018","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,21,12,17,3081,12,1,0,0,1,0,0,0,17,0.969,0.561,0.136,0.303,0.2,0.8,0,17,0.943
20,2,21,5,6,2145,16,2,0,0,1,0,1,0,4,0.366,0.31,0.53,0.16,0.364,0.636,0,4,0.349
28,3,21,23,23,3789,8,3,1,0,0,0,1,0,23,0.724,0.147,0.551,0.301,0.022,0.956,0.022,23,0.744
45,4,21,13,18,3870,6,4,1,0,0,0,1,0,18,0.869,0.507,0.145,0.348,0,1,0,18,0.855
61,5,21,22,22,1270,3,5,1,0,0,0,1,0,22,0.868,0.293,0.38,0.327,0,0.973,0.027,22,0.839
64,6,21,2,2,1256,19,6,0,0,1,0,1,0,4,0.277,0.275,0.527,0.198,0.194,0.806,0,4,0.296
80,10,21,26,26,5461,18,19,1,0,0,0,1,0,26,0.915,0.265,0.653,0.082,0.087,0.891,0.022,26,0.925
103,12,21,14,20,891,10,8,1,0,0,1,0,0,20,0.773,0.205,0.615,0.179,0.14,0.86,0,20,0.819
134,16,21,3,3,2852,7,7,0,0,1,0,1,0,3,0.269,0.187,0.692,0.121,0,1,0,3,0.306
139,17,21,5,5,3923,16,2,0,0,1,0,1,0,4,0.366,0.247,0.454,0.299,0.068,0.932,0,4,0.349
154,19,21,21,21,2603,11,10,1,0,0,1,0,0,21,0.827,0.629,0.224,0.147,0.519,0.463,0.019,21,0.812
245,26,21,8,8,1455,2,11,1,0,0,0,1,0,8,0.402,0.797,0.101,0.101,0.552,0.448,0,8,0.447
253,27,21,24,25,835,17,9,0,0,1,0,1,0,25,0.358,0.741,0.224,0.035,0.406,0.562,0.031,25,0.279
260,28,21,2,4,1763,19,6,0,0,1,0,1,0,4,0.277,0.125,0.583,0.292,0.019,0.981,0,4,0.296
282,35,21,8,9,1450,2,11,1,0,0,1,0,0,8,0.402,1,0,0,0.906,0.094,0,8,0.447
395,47,21,25,24,4030,5,12,0,0,1,0,1,0,25,0.221,0.468,0.258,0.274,0.148,0.852,0,25,0.328
415,49,21,8,7,3111,2,11,0,0,1,0,0,0,8,0.402,0.733,0.158,0.109,0.404,0.596,0,8,0.447
502,58,21,1,1,2270,15,14,0,0,1,1,0,0,1,1,0.248,0.602,0.15,0.038,0.943,0.019,1,1
544,66,21,15,19,3891,14,15,1,0,0,0,1,0,19,0.841,0.329,0.139,0.532,0.087,0.913,0,19,0.843
933,115,21,17,13,364,26,26,1,0,0,1,0,0,13,0.547,1,0,0,0.947,0.053,0,13,0.658
941,115,21,17,11,773,26,26,1,0,0,0,0,0,13,0.547,1,0,0,1,0,0,13,0.658
1047,115,21,9,10,1738,22,20,1,0,0,1,0,0,11,0.232,0.98,0,0.02,0.524,0.476,0,11,0.261
1181,115,21,19,14,2008,25,25,1,0,0,0,0,0,15,0.416,1,0,0,0.821,0.179,0,15,0.527
1186,115,21,19,15,1785,25,25,1,0,0,1,0,0,15,0.416,1,0,0,0.75,0.25,0,15,0.527
1214,115,21,19,16,10076,25,25,1,0,0,0,0,0,15,0.416,0.806,0.083,0.111,0.154,0.846,0,15,0.527
1291,115,21,10,12,1374,24,24,1,0,0,1,0,0,11,0.22,1,0,0,0.857,0.143,0,11,0.224
